qid,label,description
Q47929053,Methotrexate and beta-carotene loaded-lipid polymer hybrid nanoparticles: a preclinical study for breast cancer.,
Q41366582,Effects of methotrexate on rabbit testes. Part 1: Morphological changes.,
Q91167217,Posttransplant cyclophosphamide vs cyclosporin A and methotrexate as GVHD prophylaxis in matched sibling transplantation,
Q87642271,Combined effects of infliximab and methotrexate on rheumatoid arthritis osteoblastic cell metabolism,
Q45411736,Epstein-Barr virus associated Hodgkin lymphoma in a 9-year-old girl receiving long-term methotrexate therapy for juvenile idiopathic arthritis.,
Q73987855,Herpes zoster encephalomyelitis in a patient with rheumatoid arthritis treated with low dose methotrexate,
Q35089613,Competitive protein binding assay for methotrexate,
Q89219354,Methotrexate and BAFF interaction prevents immunization against TNF inhibitors,
Q92236563,Efficacy and safety of total glucosides of paeony combined with methotrexate and leflunomide for active rheumatoid arthritis: a meta-analysis,
Q53885031,"[Changes induced in the crystalline lens epithelium with a folic acid antagonist, methotrexate]",
Q46838261,Methotrexate is a new selectable marker for tobacco immature pollen transformation.,
Q41878814,"[Effectiveness of VM 26, mitomycine C and methotrexate in advanced breast cancer refractory to a four drug combination (author's transl)]",
Q46446558,Accelerated pulmonary nodulosis and sterile pleural effusion in a patient with psoriatic arthropathy during methotrexate therapy: a case report.,
Q41091076,Methotrexate in nonrenal lupus and undifferentiated connective tissue disease--a review of 36 patients.,
Q47759219,Computerized image-analysis quantitation of heterogeneity of response in k562 human leukemia-cells after methotrexate exposure.,
Q54344430,[Methotrexate in Atypical Non-Arteritic Ischemic Optic Neuropathy].,
Q53328526,Can pretreatment serum calcium level predict the efficacy of methotrexate in the treatment of severe plaque psoriasis?,
Q38877301,Quantifying the hepatotoxic risk of alcohol consumption in patients with rheumatoid arthritis taking methotrexate,
Q52915505,"Meta-analysis and meta-regression analysis to compare the outcomes of chemotherapy for T- and B-lineage acute lymphoblastic leukemia (ALL): the use of dexamethasone, L-asparaginase, and/or methotrexate may improve the outcome of T-lineage ALL.",
Q45746313,2.3 Long-term efficacy and safety of infliximab plus methotrexate for the treatment of polyarticular course juvenile rheumatoid arthritis (JRA): Findings from an open-label treatment extension.,
Q40164600,"Combination modality therapy in lung cancer: a survival study showing beneficial results of AMCOF (adriamycin, methotrexate, cyclophosphamide, oncovin and 5-fluorouracil).",
Q77770604,Strain differences of the ability to hydroxylate methotrexate in rats,
Q79241591,Cyclic post methotrexate dosing arthritis in systemic lupus erythematosus,
Q40590087,Combination of laparoscopic bilateral uterine artery ligation and intraamniotic methotrexate injection for conservative management of cervical pregnancy.,
Q96021629,Transformation of Grade I Follicular Lymphoma to Anaplastic Large Cell Lymphoma CD30+ ALK1- with Complete Response to Brentuximab Vedotin and High-Dose Methotrexate,
Q84990391,Dose-dependent inhibition of transporter-mediated hepatic uptake and biliary excretion of methotrexate by cyclosporine A in an isolated perfused rat liver model,
Q40423949,Predictive factors for the methotrexate treatment outcome in ectopic pregnancy: A comparative study of 400 cases.,
Q41201680,Role of hypoxanthine and thymidine in determining methotrexate plus dipyridamole cytotoxicity.,
Q40714513,Treatment of osteogenic sarcoma. I. Effect of adjuvant high-dose methotrexate after amputation.,
Q24235194,Q24235194,
Q50900824,Molecularly imprinted solid-phase extraction combined with electrochemical oxidation fluorimetry for the determination of methotrexate in human serum and urine.,
Q33483290,High dose methotrexate with leucovorin rescue in the treatment of malignant lymphoma,
Q91594696,Use of methotrexate in an exuberant case of confluent and reticulated papillomatosis of Gougerot and Carteaud in a teenager,
Q77336472,Successful treatment of advanced interstitial pregnancy with methotrexate and hysteroscopy. A case report,
Q90941406,"Early Effects of Cyclophosphamide, Methotrexate, and 5-Fluorouracil on Neuronal Morphology and Hippocampal-Dependent Behavior in a Murine Model",
Q87499001,Therapy: oral or subcutaneous methotrexate for rheumatoid arthritis?,
Q48823961,Hearing loss during osteosarcoma chemotherapy: when acute ifosfamide toxicity revealed unnoticed methotrexate encephalopathy.,
Q47848477,Respiratory failure due to Pneumocystis carinii following methotrexate therapy for gestational trophoblastic disease.,
Q44627326,"5-Fluorouracil, methotrexate, leucovorin, CDDP and epirubicin (FEPMTX): a wide-spectrum regimen of salvage chemotherapy for high-grade advanced gastric cancer.",
Q92790930,Mechanism and pathways underlying the self-sensitized photodegradation of methotrexate under simulated solar irradiation,
Q90028507,Effect of methotrexate on embryonal implantation: an experimental rat model,
Q48314701,Solid lipid nanoparticles by coacervation loaded with a methotrexate prodrug: preliminary study for glioma treatment.,
Q84585260,Subcutaneous panniculitis-like T-cell lymphoma αβ: complete sustained remission with corticosteroids and methotrexate,
Q34774523,Trophoblastic tumors of the uterus-problems of methotrexate therapy,
Q42801274,Methotrexate resistance and double minutes in a cell line from the SEWA mouse ascites tumor.,
Q43806689,Methotrexate treatment and mortality in rheumatoid arthritis.,
Q54399149,"[Squamous cell carcinoma of the bladder treated with a new combined chemotherapy regimen, intraarterial nedaplatin and pirarubicin plus intravenous methotrexate and vincristine--second case report in Japan].",
Q93863802,Folic acid and methotrexate in rheumatoid arthritis,
Q84006717,[Effect of nonsteroidal anti-inflammatory drugs on pharmacokinetics of methotrexate: a meta-analysis],
Q51816629,"Methotrexate intercalated calcium carbonate nanostructures: Synthesis, phase transformation and bioassay study.",
Q43168278,Effect of methotrexate on the fetus.,
Q82263274,Fractures of the proximal tibia associated with longterm use of methotrexate: 3 case reports and a review of literature,
Q60961769,Complete clinical and functional recovery following low-dose methotrexate related paraparesis in a patient with compound c.1298A>C AND c.677C>T MTHFR polymorphism: A case report,
Q70430556,Methotrexate with N5-methyl-tetrahydrofolic acid in the treatment of non-Hodgkin's lymphomas and acute leukemias,
Q31111490,High-dose methotrexate and primary central nervous system lymphoma.,
Q83396302,The REAL database reveals no significant risk of serious infection during treatment with a methotrexate dose of more than 8 mg/week in patients with rheumatoid arthritis,
Q41584253,Up-regulated transport of methotrexate and 5-methyl-tetrahydrofolate in a human breast cancer cell line.,
Q48723350,"Intrathecal methotrexate prophylaxis and central nervous system relapse in patients with diffuse large B-cell lymphoma following rituximab plus cyclophosphamide, doxorubicin, vincristine and prednisone.",
Q54568137,"[Association of VM26, mitomycine C, methotrexate in patients with metastatic carcinoma of the breast resistant to a combination of 4 drugs including adriamycin. Results of a type II study (autohr's transl)]",
Q42149372,"Methotrexate, pneumonitis, and infection.",
Q74031650,Protective effect of prostaglandins on the methotrexate induced damage of small intestine in rats,
Q41472530,Methotrexate for maintaining remission in paediatric Crohn's patients with prior failure or intolerance to thiopurines: a multicenter cohort study.,
Q44416381,Methotrexate therapy and nitrous oxide anesthesia.,
Q36213826,"PLGA-soya lecithin based micelles for enhanced delivery of methotrexate: Cellular uptake, cytotoxic and pharmacokinetic evidences.",
Q40740454,Phase II study of epirubicin sequential methotrexate and 5-fluorouracil for advanced colorectal cancer.,
Q54350637,"Successful salvage therapy of resistant gestational trophoblastic disease with etoposide, methotrexate, dactinomycin, vincristine, and cyclophosphamide.",
Q41478243,The effect of methotrexate on folate metabolism in the rat.,
Q40570235,Recurrent childhood lymphocytic leukemia: clinical and cytokinetic studies of cytosine arabinoside and methotrexate for maintenance of second hematologic remission.,
Q68043416,"A phase II trial of cyclophosphamide, methotrexate, 5-fluorouracil, and prednisolone rapidly alternating with doxorubicin and vincristine (CMFP/AV) in advanced breast cancer",
Q101045786,Day 1 to day 4 serum hCG change in predicting single-dose methotrexate treatment failure for tubal ectopic pregnancies,
Q45196413,Abdominal pregnancy as a result of gamete intrafallopian transfer (GIFT) and subsequent treatment with methotrexate: case report.,
Q47977072,Determination of methotrexate in spiked human blood serum using multi-frequency electrochemical immittance spectroscopy and multivariate data analysis.,
Q33458987,Methyl-CCNU and methotrexate therapy in patients with advanced colorectal cancer after failure of 5-fluorouracil chemotherapy.,
Q41646256,A new myeloblastic leukemia cell line with double minute chromosomes. Induction of methotrexate resistance and dihydrofolate reductase gene amplification.,
Q41215001,Methotrexate therapy in rheumatoid arthritis patients diminishes lectin-induced mononuclear cell proliferation.,
Q94589305,Polysaccharides from green sweet pepper increase the antineoplastic effect of methotrexate on mammary tumor cells,
Q100522421,"Pretreatment and Coadministration With Methotrexate Improved Durability of Pegloticase Response: An Observational, Proof-of-Concept Case Series",
Q84099963,Methotrexate and psoriasis: consensus conference,
Q99208833,Biological and targeted-synthetic disease-modifying anti-rheumatic drugs with concomitant methotrexate or leflunomide in rheumatoid arthritis: real-life TReasure prospective data,
Q45195043,[Severe complications in the use of a minimal dose of methotrexate],
Q52990010,[A Case of Crohn's Disease Showing Favorable Response to Induction and Maintenance Therapy with Methotrexate after Failure of Anti-tumor Necrosis Factor Therapy].,
Q70383247,[Evaluation of two methods of maintenance chemotherapy with methotrexate and 6-mercaptopurine for childhood acute lymphoblastic leukemia],
Q83217904,Successful treatment of autoimmune hepatitis with methotrexate,
Q101238072,Clinical characteristics and efficacy of methotrexate in Japanese patients with noninfectious scleritis,
Q54998113,The role of concomitant methotrexate dosage and maintenance over time in the therapy of rheumatoid arthritis patients treated with adalimumab or etanercept: retrospective analysis of a local registry.,
Q71243598,"[CMF (cyclophosphamide, methotrexate, ftorafur) chemotherapy in advanced breast cancer]",
Q51789433,"Tolerability and safety of classic cyclophosphamide, methotrexate, and fluorouracil treatment in Japanese patients with early breast cancer.",
Q88096453,Prescriptions for a toxic combination: use of methotrexate plus trimethoprim-sulfamethoxazole in the United States,
Q41227048,Correlation of altered tyrosine phosphorylation with methotrexate resistance in a cisplatin-resistant subline of L1210 cells.,
Q94067542,"MBCL-15. TOXICITY PROFILE AND RESPONSE TO HIGH DOSE METHOTREXATE, BEVACIZUMAB, AND TEMOZOLOMIDE CHEMOTHERAPY REGIMEN IN CHILDREN WITH RECURRENT MALIGNANT PEDIATRIC BRAIN TUMORS: SINGLE INSTITUTION EXPERIENCE",
Q44429180,The effect of low dose chronic intermittent parental methotrexate on delayed type hypersensitivity and acute inflammation in a mouse model.,
Q36378671,Portuguese recommendations for the use of methotrexate in rheumatic diseases - 2016 update.,
Q42969813,[Methotrexate in the therapy of juvenile idiopathic arthritis].,
Q50011500,"The use of Methotrexate in adolescents: contraception, confidentiality and consent.",
Q52639167,Methotrexate restores the function of peripheral blood Treg cells in psoriasis vulgaris via CD73/AMPK/mTOR pathway.,
Q91168723,Folate Receptor-Targeting and Reactive Oxygen Species-Responsive Liposomal Formulation of Methotrexate for Treatment of Rheumatoid Arthritis,
Q49888106,The Efficacy and Safety of Methotrexate versus Interferon in Cutaneous T-cell Lymphomas.,
Q48661724,Improved therapeutic index with high-dose methotrexate: comparison of thymidine-purine rescue with citrovorum factor rescue in mice.,
Q41915136,"An open, randomized comparison study of cyclosporine A, cyclosporine A + methotrexate and cyclosporine A + hydroxychloroquine in the treatment of early severe rheumatoid arthritis.",
Q64954900,"[Neoadjuvant and adjuvant chemotherapy with methotrexate, cisplatin and bleomycin for advanced penile cancer: a case report].",
Q55000909,The efficacy of the traditional Chinese medicine Juanbi pill combined with methotrexate in active rheumatoid arthritis: study protocol for a randomized controlled trial.,
Q71846717,[Pancytopenia in rheumatoid arthritis treated with methotrexate],
Q42551866,[Disseminated pneumoperitoneum during the therapy of lymphoma with methotrexate and cytosine arabinoside],
Q33470762,Methotrexate in the treatment of psoriasis,
Q68067144,[Study on targeting drug delivery system--the characteristics of methotrexate microsphere and experimental treatment of hepatic tumor in rats by arterial embolization],
Q48612306,Methotrexate treatment of ectopic pregnancies does not affect ovarian reserve in in vitro fertilization patients.,
Q48408717,Pharmacokinetics and toxicity of frequent intermediate dose methotrexate infusions.,
Q46810568,Conventional and diffusion-weighted MRI findings of methotrexate related sub-acute neurotoxicity.,
Q47582510,"Phase I trial of N-(phosphonacetyl)-L-aspartate, methotrexate, and 5-fluorouracil with leucovorin rescue in patients with advanced cancer.",
Q46861391,5-aminoimidazole-4-carboxamide ribonucleotide-transformylase and inosine-triphosphate-pyrophosphatase genes variants predict remission rate during methotrexate therapy in patients with juvenile idiopathic arthritis.,
Q47569494,Leptomeningeal carcinomatosis from gastric cancer successfully treated by the intrathecal methotrexate plus temozolomide and simultaneous radiotherapy: Case report and literatures review.,
Q46826516,[Radioimmunoassay of methotrexate during treatment using high doses],
Q41018350,[Intra-articular use of 4-amino-N10-methyl-pteroyl-glutamic acid (methotrexate) for the treatment of rheumatoid synovitis],
Q41688537,"Synthesis and in vitro biological activity of new deaza analogues of folic acid, aminopterin, and methotrexate with an L-ornithine side chain.",
Q43077081,Maternal exposure to leflunomide and methotrexate in a patient with adult-onset Still's disease.,
Q48897153,Future refinement of methotrexate  treatment in rheumatoid arthritis: comment  on the article by Yazdany et al.,
Q48327531,"A prospective observational study to compare efficacy of topical triamcinolone acetonide 0.1% oral paste, oral methotrexate, and a combination of topical triamcinolone acetonide 0.1% and oral methotrexate in moderate to severe oral lichen planus.",
Q83216496,A comparison of response criteria to evaluate therapeutic response in patients with juvenile idiopathic arthritis treated with methotrexate and/or anti-tumor necrosis factor alpha agents,
Q41566521,Decreased expression of the human folate receptor mediates transport-defective methotrexate resistance in KB cells.,
Q59268633,Long-term methotrexate efficacy in juvenile localized scleroderma,
Q73866664,Treatment of ectopic pregnancy with a single intramuscular dose of methotrexate,
Q40567093,Methotrexate treatment of ectopic pregnancy.,
Q84435492,Effect of methotrexate on fracture healing,
Q84295352,[Long-term survival of methotrexate in psoriatic arthritis],
Q94677776,Combination of Intravenous Methotrexate and Methylprednisolone Therapy in the Treatment of Severe Ocular Inflammatory Diseases,
Q69811506,[Neoadjuvant chemotherapy in malignant fibrous histiocytoma of the extremities. Preliminary results in 10 cases treated preoperatively with methotrexate and cisplatin],
Q48200391,Concurrent administration of intravenous systemic and intravitreal methotrexate for intraocular lymphoma with central nervous system involvement.,
Q89420623,[News on the impact of Methotrexate as therapeutic option in patients with ulcerative colitis],
Q54415858,Synthesis and biologic activity of new side-chain-altered methotrexate and aminopterin analogs with dual inhibitory action against dihydrofolate reductase and folylpolyglutamate synthetase.,
Q48458618,The treatment of childhood acute lymphoblastic leukemia based on the pharmacokinetics of methotrexate in serum and cerebrospinal fluid.,
Q54058913,"Early results of intraarterial application of bleomycin, methotrexate and proresid in locally advanced head and neck tumors.",
Q50554584,[Methotrexate treatment of rheumatoid arthritis in Denmark].,
Q47380124,Fullerenol-Based Intracellular Delivery of Methotrexate: A Water-Soluble Nanoconjugate for Enhanced Cytotoxicity and Improved Pharmacokinetics.,
Q44137069,Intrathecal methotrexate (NSC-740) therapy for brain tumors in children.,
Q69077296,"[Sequential combination chemotherapy consisting of vincristine, peplomycin, methotrexate, cis-diamminedichloroplatinum (II) and adriamycin in urothelial cancer]",
Q39810789,Differential usage of the transport systems for folic acid and methotrexate in normal human T-lymphocytes and leukemic cells.,
Q89441780,Retrospective analysis of the usefulness of a protocol with high-dose methotrexate in polymyalgia rheumatica: Results of a single-center cohort of 100 patients,
Q68567053,"M-VAC (methotrexate, vinblastine, adriamycin and cisplatin) and bladder preservation",
Q93235209,"Intramatricial injections for nail psoriasis: An open-label comparative study of triamcinolone, methotrexate, and cyclosporine",
Q41581421,"Interaction of methotrexate, an anticancer agent, with copper(II) ions: coordination pattern, DNA-cleaving properties and cytotoxic studies.",
Q36387794,"Adjuvant epirubicin followed by cyclophosphamide, methotrexate and fluorouracil (CMF) vs CMF in early breast cancer: results with over 7 years median follow-up from the randomised phase III NEAT/BR9601 trials",
Q97077581,Letrozole: future alternative to methotrexate for treatment of ectopic pregnancy?,
Q44054597,Probenecid inhibition of methotrexate excretion from cerebrospinal fluid in dogs.,
Q55093345,Effect of Combination Therapy of Methotrexate with Vitamin A in Patients with Low Risk GTN (Gestational Trophoblastic Neoplasia).,
Q95568717,Intra-amnial methotrexate in cervical pregnancy treatment,
Q83403335,Rapid response to cyclosporine and maintenance with methotrexate in linear scleroderma in a young girl,
Q77314565,Prophylactic methotrexate after linear salpingostomy: a decision analysis,
Q57461372,"Baseline metabolic profiles of early rheumatoid arthritis patients achieving sustained drug-free remission after initiating treat-to-target tocilizumab, methotrexate, or the combination: insights from systems biology",
Q54456844,Cytogenetical changes during early stages of development of methotrexate resistance in HeLa cells.,
Q91948659,Curcumin ameliorates the targeted delivery of methotrexate intercalated montmorillonite clay to cancer cells,
Q100747823,Enhanced Lymphatic Delivery of Methotrexate Using W/O/W Nanoemulsion: In Vitro Characterization and Pharmacokinetic Study,
Q48750189,"Treatment with methotrexate, rituximab, and cytosine arabinoside followed by autologous stem cell transplantation in primary central nervous system lymphoma: A single-center experience.",
Q44981887,Can a fifty-year-old medication find happiness treating a 63-year-old disease process? Methotrexate for refractory Crohn's disease.,
Q91323587,Synthesis and in vitro cytotoxicity evaluation of star-shaped polymethacrylic conjugates with methotrexate or acitretin as potential antipsoriatic prodrugs,
Q41609828,Azidothymidine-induced cytotoxicity and incorporation into DNA in the human colon tumor cell line HCT-8 is enhanced by methotrexate in vitro and in vivo.,
Q36963533,Agreement between Rheumatologist and Patient-reported Adherence to Methotrexate in a US Rheumatoid Arthritis Registry.,
Q46963351,"Folic acid supplementation during methotrexate immunosuppression is not associated with early toxicity, risk of acute graft-versus-host disease or relapse following hematopoietic transplantation.",
Q101152717,"Alterations in the matrix metalloproteinase-3 promoter methylation after common chemotherapeutics: in vitro study of paclitaxel, cisplatin and methotrexate in the MCF-7 and SH-SY5Y cell lines",
Q35827317,The Impact of Resveratrol on Oxidative Stress Induced by Methotrexate in Rat Ileum Tissue: Evaluation of Biochemical and Histopathological Features and Analysis of Gene Expression.,
Q40490402,Reproductive outcome after methotrexate treatment of tubal pregnancies.,
Q38292628,"Remarkable response to neoadjuvant therapy with methotrexate, vinblastine, adriamycin, and Cisplatin for undifferentiated bladder carcinoma: a case report and literature review.",
Q43587294,[Abdominal actinomycosis after stomach surgery in a patient with long-term rheumatoid arthritis treated with methotrexate],
Q39861020,Impact of 24 months of anti-TNF therapy versus methotrexate on body weight in patients with rheumatoid arthritis: a prospective observational study.,
Q37496660,Randomized Phase II Study of Cabazitaxel Versus Methotrexate in Patients With Recurrent and/or Metastatic Squamous Cell Carcinoma of the Head and Neck Previously Treated With Platinum-Based Therapy.,
Q77476155,Chronic graft-versus-host disease after allogeneic peripheral-blood stem-cell transplantation: a little methotrexate goes a long way,
Q53120203,Subsequent pregnancy outcome of tubal ectopic pregnancies treated by methotrexate and salpingectomy.,
Q40674635,Initial adjuvant therapy in advanced squamous cell carcinoma of the head and neck employing weekly high dose methotrexate with leucovorin rescue.,
Q77313473,Methotrexate in giant-cell arteritis,
Q41714062,Multifunctional folate receptor-targeting and pH-responsive nanocarriers loaded with methotrexate for treatment of rheumatoid arthritis.,
Q67805441,"[Intraarterial COMPA (cis-diammine-dichloroplatinum (II), vincristine, methotrexate, peplomycin, adriamycin) chemotherapy for bladder cancer]",
Q81453822,Comparative genomic hybridization of ectopic pregnancies that fail methotrexate therapy,
Q42845182,Low-dose carboxypeptidase-G2 for methotrexate toxicity in a child.,
Q83176826,Pharmacokinetics of cisplatin and methotrexate after M-VAC chemotherapy for advanced urothelial cancer in hemodialysis patients,
Q44195119,The positive influence of methotrexate on the mortality of patients with rheumatoid arthritis is partly independent of its effect on disease activity: results of a re-evaluation 18 years after baseline.,
Q41983587,"The in vivo effect of nonsteroidal anti-inflammatory drugs, gold sodium thiomalate and methotrexate on neutrophil superoxide radical generation.",
Q92139181,"Diacerein for the treatment of rheumatoid arthritis in patients with inadequate response to methotrexate: a pilot randomized, double-blind, placebo-controlled add-on trial",
Q48284155,Poor prognosis metastatic gestational trophoblastic disease: experience with moderate dose methotrexate plus folinic acid rescue as initial therapy.,
Q91796854,Increased methotrexate intolerance in juvenile idiopathic arthritis compared to acute lymphoblastic leukaemia in children,
Q96025718,Hemophagocytic Lymphohistiocytosis Complicating Methotrexate Toxicity,
Q83531068,Tocilizumab has no clinically relevant effects on methotrexate pharmacokinetics in patients with rheumatoid arthritis,
Q46049510,[Methotrexate in the treatment of peripheral arthritis in ulcerative colitis],
Q44008206,[Methotrexate in complex treatment of eczema and neurodermatitis],
Q41717739,Methotrexate transport in variant human CCRF-CEM leukemia cells with elevated levels of the reduced folate carrier. Selective effect on carrier-mediated transport of physiological concentrations of reduced folates.,
Q54233816,Mechanism of the discrepant effect of a combination of methotrexate plus dipyridamole on human hematologic cell lines.,
Q51000089,Role of initial and day 4 human chorionic gonadotropin levels in predicting the outcome of single-dose methotrexate treatment in women with tubal ectopic pregnancy.,
Q45277687,Methotrexate induced skin necrosis in psoriasis.,
Q42092247,Methotrexate in Alopecia Areata: A Report of Three Cases.,
Q69120688,"Combination of 6-mercaptopurine, vincristine, methotrexate, and prednisone in resistant or relapsed acute nonlymphoid leukemia",
Q47895275,"Synthesis, photophysical and cellular characterisation of folate and methotrexate labelled luminescent lanthanide complexes.",
Q96231693,"Comparative evaluation of efficacy, pharmacodynamics, and safety of Hetero's adalimumab (Mabura®, Hetero Biopharma Ltd.) and reference adalimumab (Humira®, Abbvie Inc.) in patients with active rheumatoid arthritis on concomitant methotrexate therapy",
Q77641935,Methotrexate in the treatment of ankylosing spondylitis,
Q48793911,Alternating hemiparesis and orolingual apraxia as manifestations of methotrexate neurotoxicity in a paediatric case of acute lymphoblastic leukaemia.,
Q96766097,A new prodrug and bioactivity evaluation of methotrexate based on Chitosan,
Q50091687,Paternal use of thiopurines and methotrexate: Are we reassured enough?,
Q43746584,Altered pharmacokinetics and liver targetability of methotrexate by conjugation with lactosylated albumins.,
Q35096712,Linear scleroderma in an adolescent woman treated with methotrexate and excimer laser,
Q43669079,[Simultaneous radiation- and chemotherapy (methotrexate and bleomycin) of inoperable malignant oro-facial tumors],
Q44017016,"Treatment of Hodgkin's disease in children with VAMP (vinblastine, adriamycin, methotrexate, prednisone) and VEPA (vinblastine, etoposide, prednisone, adriamycin).",
Q44671435,[Advanced liver fibrosis secondary to methotrexate treatment],
Q43048447,Increase in methotrexate dose in patients with rheumatoid arthritis who have an inadequate response to infliximab.,
Q41239348,In vitro effects of methotrexate on peripheral blood monocytes: modulation by folinic acid and S-adenosylmethionine.,
Q54176298,Effect of methotrexate on asthmatic reaction in sensitized guinea pigs.,
Q48485550,"Treatment of high-risk gestational trophoblastic disease with methotrexate, actinomycin D, and cyclophosphamide chemotherapy.",
Q53741254,Tofacitinib versus methotrexate in rheumatoid arthritis.,
Q95368865,Weekly oral methotrexate therapy: raise awareness of fatal dosing errors,
Q41247469,"Sequence-, time- and dose-dependent synergism of methotrexate and 6-mercaptopurine in malignant human T-lymphoblasts.",
Q45745180,Mycophenolate Mofetil in severe or methotrexate refractory localized scleroderma.,
Q65000150,Liver toxicity does not have to follow methotrexate therapy of patients with rheumatoid arthritis.,
Q90076134,"Quantification of healthcare workers' exposure to cyclophosphamide, ifosfamide, methotrexate, and 5-fluorouracil by 24-h urine assay: A descriptive pilot study",
Q101464444,"Treatment of Rheumatoid Arthritis after Regression of Lymphoproliferative Disorders in Patients Treated with Methotrexate: A Retrospective, Multi-center Descriptive Study",
Q98300701,Self-assemble Amphiphilic PEO-PPO-PEO Tri-block Co-polymeric Methotrexate Nanomicelles to Combat Against MCF7 Cancer Cells,
Q44673788,"Interaction of polyglutamyl derivatives of methotrexate, 10-deazaaminopterin, and dihydrofolate with dihydrofolate reductase.",
Q55339542,Design of pH-sensitive methotrexate prodrug-targeted curcumin nanoparticles for efficient dual-drug delivery and combination cancer therapy.,
Q42142593,Sequential Proximal Tibial Stress Fractures associated with Prolonged usage of Methotrexate and Corticosteroids: A Case Report.,
Q81232522,Inhibition of Stenotrophomonas maltophilia dihydrofolate reductase by methotrexate: a single slow-binding process,
Q45744245,Investigating the use of a limited core outcome variable set for the classification of response following methotrexate treatment in juvenile idiopathic arthritis (JIA).,
Q72790477,Methotrexate for psoriasis,
Q28323790,Transient cerebral manifestations induced by intrathecal injection of methotrexate,
Q45245522,Methotrexate therapy in trophoblastic disease at the Provinical Taipei Hospital (1955-1966). A re-evaluation and proposals.,
Q100746003,Gamma and UV radiations induced treatment of anti-cancer methotrexate drug in aqueous medium: Effect of process variables on radiation efficiency evaluated using bioassays,
Q62660118,Mo1900 Combination Therapy With Infliximab and Methotrexate Does Not Improve Crohn's Disease Outcome and Infliximab Tolerance Compared to Infliximab Therapy Alone,
Q33470233,Experience with methotrexate in the management of psoriasis,
Q50954189,Systemic effect of intrathecal methotrexate during the initial phase of treatment of childhood acute lymphoblastic leukemia. The European Organization for Research and Treatment of Cancer Children's Leukemia Cooperative Group.,
Q48361563,Neuropharmacological effects of methotrexate perfused through the cerebrospinal fluid system of the rhesus monkey.,
Q72732797,[A case of nonresectable gastric cancer treated by sequential methotrexate and 5-fluorouracil],
Q85697439,Cervical ectopic pregnancy managed with methotrexate and tranexamic acid: A case report,
Q53769715,Methotrexate neurotoxicity due to drug interactions: an inadequate folinic acid effect?,
Q43231011,[A clinical study of leflunomide and methotrexate therapy in psoriatic arthritis].,
Q47096630,Abatacept (CTLA4Ig) treatment increases the remission rate in rheumatoid arthritis patients refractory to methotrexate treatment.,
Q40693451,Initial adjuvant weekly high dose methotrexate with leucovorin rescue in advanced squamous carcinoma of the head and neck.,
Q41199876,A risk-benefit assessment of methotrexate in corticosteroid-dependent asthma.,
Q42122641,[Immune complex formation and complement changes in osteosarcoma patients treated with high-dose methotrexate],
Q91151857,"Tofacitinib in Combination With Methotrexate in Patients With Rheumatoid Arthritis: Clinical Efficacy, Radiographic, and Safety Outcomes From a Twenty-Four-Month, Phase III Study",
Q37579007,"Co-administration of dexamethasone increases severity and accelerates onset day of neutropenia in bladder cancer patients on methotrexate, vinblastine, adriamycin and cisplatin chemotherapy: a retrospective cohort study.",
Q54901289,"P14.01 MTHFR genotype may affect methotrexate toxicity, survival and disease occurrence in patients with central nervous system lymphoma.",
Q40095374,[Effect of methotrexate on the follicular apparatus of the ovary],
Q54650643,Do Biologic-treated Psoriatic Arthritis Patients with Spondylitis Respond Differently with or without Concomitant Methotrexate from Patients without Spondylitis?,
Q72861585,"A phase II study of etoposide, cisplatin plus methotrexate in patients with advanced refractory breast cancer",
Q74305782,Double modulation of 5-fluorouracil by methotrexate and high-dose L-leucovorin in advanced colorectal cancer,
Q52642359,"Effect of filgotinib, a selective JAK 1 inhibitor, with and without methotrexate in patients with rheumatoid arthritis: patient-reported outcomes.",
Q96643796,Does methotrexate cause interstitial lung disease in rheumatoid arthritis: What is the evidence?,
Q43539003,Oral methotrexate therapy of gastrointestinal carcinoma.,
Q72307825,Improved methotrexate patient information,
Q48405690,Is high dose methotrexate without irradiation of the brain sufficiently effective in prevention of CNS disease in children with acute lymphoblastic leukemia?,
Q41929397,"Toxicity profile of dual methotrexate combinations with gold, hydroxychloroquine, sulphasalazine and minocycline in rheumatoid arthritis patients.",
Q73935987,Cytotoxic effect of methotrexate and its solvent on osteosarcoma cells in vitro,
Q45296583,[Measles- - antibodies in psoriatic patients with and without methotrexate therapy],
Q50133563,Methotrexate impact on radiographic progression in biologic-treated rheumatoid arthritis under clinical remission: A case report on monozygotic Caucasian twins.,
Q47709408,Utility of soluble triggering receptor expressed on myeloid cells-1 (sTREM-1) as biomarker to predict therapeutic response to methotrexate in rheumatoid arthritis.,
Q91323581,Intra-vitreal injection of methotrexate in experimental endotoxin-induced uveitis in rabbit,
Q54285890,Folic acid supplementation during methotrexate therapy: it makes sense.,
Q86447573,Effects of treatment of ectopic pregnancy with methotrexate or salpingectomy in the subsequent IVF cycle,
Q41358103,Treatment of persistent ectopic pregnancy with methotrexate and leukovorum rescue: a case report.,
Q42445879,Potential roles of metallothioneins I and II in protecting bone growth following acute methotrexate chemotherapy.,
Q84366679,[Methotrexate an alternative for young persons with Crohn disease],
Q47766876,The addition of adalimumab to methotrexate reduces rheumatoid arthritis activity in patients with longstanding disease.,
